@relation evaluateJoggingWalking

@attribute accelerometer 	numeric
@attribute gyroscope 	numeric
@attribute class 	{Jogging, Walking}

@data
3.950593351, 1.265896171, Walking
3.810811309, 1.371822898, Walking
3.492135466, 1.271432038, Walking
3.570732556, 1.269208157, Walking
4.060668166, 1.21690182, Walking
3.879225208, 1.018897068, Walking
3.879225208, 1.018897068, Walking
3.837286318, 1.173560431, Walking
3.539507438, 1.24554138, Walking
3.391847334, 1.156446909, Walking
3.117301653, 0.980480437, Walking
3.671723211, 0.886729067, Walking
3.904605475, 1.713392111, Walking
3.587580893, 1.336613844, Walking
3.845853668, 1.757756101, Walking
3.91451838, 1.070198534, Walking
3.97799979, 2.215208669, Walking
3.45937758, 1.271833866, Walking
4.137939518, 1.803447705, Walking
3.556294793, 1.67831341, Walking
3.722695408, 1.899832136, Walking
3.744105947, 2.294070221, Walking
3.186670579, 1.330851476, Walking
3.701189571, 1.193011029, Walking
2.602589699, 1.378842037, Walking
3.434165345, 1.241076361, Walking
4.403577574, 1.267235117, Walking
3.247253359, 0.997882723, Walking
2.965115094, 1.090578722, Walking
3.62040719, 1.297773202, Walking
3.43593553, 1.336844305, Walking
3.340951127, 1.050254142, Walking
3.168348407, 0.798107128, Walking
3.348661515, 1.264403043, Walking
4.130770406, 1.833469874, Walking
4.102591873, 1.697312613, Walking
3.812082077, 1.224526382, Walking
3.02055721, 1.207443899, Walking
3.469358513, 1.089433486, Walking
3.638691212, 1.371954856, Walking
3.438859331, 1.2917937, Walking
4.789411794, 1.2917937, Walking
3.427256552, 1.431049459, Walking
3.573270067, 0.980582692, Walking
3.0058871, 0.830866023, Walking
3.143865615, 1.26498794, Walking
4.519022821, 1.629672699, Walking
3.335662235, 1.03950465, Walking
3.963961146, 1.354739972, Walking
4.768464626, 1.399855986, Walking
4.47954787, 1.36655702, Walking
4.159278878, 1.343727982, Walking
4.877546108, 1.46724408, Walking
3.791240691, 1.163127915, Walking
3.791240691, 1.163127915, Walking
3.519608316, 1.15238759, Walking
3.135499991, 1.046523116, Walking
3.286071705, 1.211401326, Walking
3.450993826, 1.08913927, Walking
3.164756315, 1.007169326, Walking
3.446912668, 1.137500762, Walking
3.854604693, 1.128529444, Walking
3.502468711, 0.972649122, Walking
3.329707327, 0.953979565, Walking
3.256897807, 0.947366435, Walking
3.372634105, 1.036430946, Walking
3.819918986, 1.683767792, Walking
4.631777834, 1.674313912, Walking
3.22232596, 1.316505116, Walking
3.727740844, 1.410700367, Walking
4.156696902, 1.410700367, Walking
3.994224545, 1.420866346, Walking
3.654513464, 1.005207694, Walking
3.80246414, 1.005207694, Walking
4.079883442, 1.683018388, Walking
3.414583524, 1.366562244, Walking
3.202745428, 1.490675011, Walking
3.492970057, 1.727556792, Walking
4.744518328, 1.576217232, Walking
3.308601498, 1.640434762, Walking
3.549208657, 1.727636845, Walking
3.667502669, 1.671071282, Walking
3.702702273, 1.52039196, Walking
3.991604295, 1.920812361, Walking
3.991604295, 1.920812361, Walking
4.070115149, 1.665292614, Walking
4.781909569, 2.740922034, Walking
4.286053865, 2.511542868, Walking
3.741501416, 1.815878841, Walking
3.105060255, 1.575489165, Walking
3.985095474, 1.727434765, Walking
