@relation testAllData

@attribute Uacc 	numeric
@attribute class 	{0, 1, h, 2}

@data	
1.829450857,0
1.093717745,0
1.485543046,0
0.992020595,0
1.307620809,0
0.565556245,0
0.725112507,0
2.227739665,0
1.446025534,0
1.013873989,0
0.889848839,0
0.692598854,0
0.742014283,0
1.480368141,0
1.546742825,0
2.580793806,0
2.067293242,0
0.723355815,0
0.69063244,0
2.79827363,0
1.94347583,0
1.070406973,0
1.233770534,0
0.63576083,0
0.689868824,0
0.684144872,0
1.741406581,0
1.184047865,0
1.028460534,0
1.110138519,0
1.550158123,0
0.571643712,0
0.619926738,0
0.621134287,0
2.955396893,0
1.152563303,0
1.171326639,0
1.448763408,0
1.051023583,0
0.672802973,0
0.658018856,0
1.650062316,0
1.160609661,0
1.057968657,0
3.081159916,0
0.710418428,0
0.572636324,0
0.618268681,0
0.657784525,0
0.663204177,0
0.680970242,0
0.689525638,0
1.686718161,0
1.329560136,0
1.6346516,0
0.833915342,0
0.645134024,0
0.664522527,0
0.704785951,0
0.706369481,0
0.788581521,0
1.295995266,0
1.121632566,0
2.033405162,0
0.934757284,0
0.630265997,0
0.683930566,0
0.734135806,0
0.716662098,0
0.728416816,0
0.721883483,0
1.544260814,0
1.731666968,0
1.903125439,0
0.732242521,0
0.712376919,0
0.740700193,0
1.917498451,0
0.8868444,0
0.694036731,0
2.43980128,0
1.101059524,0
0.605548187,0
0.680404565,0
0.748065784,0
1.7099926,0
1.494608185,0
1.188655608,0
0.9742585,0
0.824601776,0
0.606449135,0
0.65121524,0
0.673125246,0
0.91939224,0
1.764426091,0
0.786321903,0
0.65650851,0
2.405993469,0
1.07109505,0
0.594666691,0
0.664455865,0
0.74304535,0
0.792085351,0
1.692376985,0
2.500435131,0
1.220957976,0
0.974466408,0
0.771268284,0	
1.50916442,h
4.137111929,h
2.186485348,h
2.427635643,h
3.553234142,h
1.858301615,h
3.430357499,h
0.676807707,h
0.61954172,h
3.338885823,h
2.393170725,h
2.117504558,h
0.588167708,h
2.396947965,h
0.826563411,h
0.598433133,h
0.667808048,h
0.702644691,h
0.743745652,h
3.499026372,h
1.235365031,h
1.331873025,h
0.941947851,h
2.524319555,h
0.581319543,h
0.704938818,h
0.725523634,h
0.698078661,h
3.051951326,h
1.884657412,h
2.030617202,h
1.684472716,h
2.555872176,h
0.565122704,h
0.658927072,h
0.763221049,h
0.746281278,h
0.716303663,h
0.713783112,h
2.197881928,h
2.440970726,h
2.856278216,h
1.131719787,h
2.312772889,h
0.670903885,h
0.756796362,h
0.697854447,h	
2.095753266,2
4.424035131,2
3.626892258,2
3.717980003,2
3.936582114,2
4.296390286,2
3.813221956,2
3.523856498,2
4.007076675,2
3.702624661,2
3.830894007,2
3.863307291,2
3.841081394,2
4.258043315,2
4.045860456,2
4.006897076,2
3.546558193,2
4.499329279,2
3.731700931,2
4.418542707,2
4.434668844,2
4.09183219,2
4.169684446,2
3.777976634,2
3.568925271,2
4.935933396,2
5.470073388,2
3.752573939,2
4.503520134,2
4.385853712,2
3.82950572,2
3.697230189,2
3.815361227,2
4.083471192,2
3.995491581,2
5.391545182,2
4.589754397,2
4.540894305,2
4.048771966,2
3.838324076,2
4.177856339,2
3.636158632,2
3.703901686,2
3.703123884,2
4.984516897,2
3.913715168,2
4.331517666,2
4.297008329,2
4.114948205,2
4.587690299,2
3.971176705,2
4.111180087,2
3.844366209,2
5.917472375,2
5.873279958,2
5.806384534,2
4.607101784,2
4.493863796,2
4.33525812,2
4.293038511,2
3.960143791,2
4.15286275,2
4.250682665,2
4.31002602,2
4.542149016,2
4.388174977,2
4.391581161,2
4.326059214,2
4.256861515,2
4.472787951,2
4.347763927,2
4.297055491,2
5.233277813,2
4.469902102,2
4.752439008,2
4.691282021,2
4.013633422,2
3.314521009,2
4.012985583,2
3.507315154,2
3.973938877,2
3.393877264,2
5.328892898,2
4.668046815,2
3.354704013,2
3.66661875,2
4.029693367,2
4.341119731,2
5.190061165,2
4.639846109,2
4.827135759,2
4.783191111,2
4.577441312,2
4.053528687,2
4.494864711,2
3.984242892,2
4.41846052,2
4.414769113,2
4.488990822,2
4.302992046,2
4.176311773,2
3.686944197,2
3.812022729,2
3.570509088,2
3.359311968,2
3.88907618,2
4.191837794,2
3.955839658,2
3.542782627,2
3.390533277,2
4.156908935,2
3.967207721,2
3.128637372,2
3.465138345,2
4.209545998,2
4.300300711,2
4.836382692,2
4.779129418,2
3.610995841,2
3.738185467,2
3.749853665,2
3.952615686,2
4.229341939,2
2.983186693,2
3.38782817,2
2.732025097,2
4.698971925,2
4.119586113,2
2.662302134,2
3.183811826,2
4.360692658,2
4.030741737,2
3.590941609,2
3.90176276,2
6.034509407,2
5.632041685,2
4.395288335,2
4.917445195,2
4.327321957,2
5.782825083,2
5.743176358,2
3.530953179,2
3.301411442,2
4.310754837,2
4.450465549,2
5.32245689,2
4.604341652,2
4.956727242,2
3.161814632,2	
1.409047249,1
0.908924522,1
1.600950203,1
0.557966035,1
0.290911683,1
2.397516198,1
1.078233614,1
0.459531415,1
0.40957956,1
0.41026258,1
0.38965946,1
0.396892802,1
0.724643445,1
1.709843111,1
0.819338552,1
0.477241429,1
0.32840647,1
2.252616133,1
1.137222911,1
0.42100613,1
0.397176508,1
0.408693107,1
0.403698892,1
0.40272483,1
0.389080517,1
0.414648313,1
0.396895832,1
0.535034715,1
1.732059241,1
0.757448947,1
0.40371638,1
2.118144151,1
0.829327405,1
0.730341339,1
0.412203052,1
0.392378958,1
0.390432463,1
0.389679218,1
0.405064218,1
0.387028991,1
0.419515109,1
0.393883338,1
0.389528452,1
1.201463396,1
1.305200158,1
0.513894231,1
1.130113793,1
2.469840981,1
0.529781108,1
0.591442046,1
0.406389815,1
0.401926583,1
0.383508997,1
0.385937611,1
0.398457736,1
0.395046986,1
0.420379472,1
1.420962557,1
1.669262542,1
0.551621942,1
0.316422345,1
2.573019461,1
0.888218852,1
0.757327714,1
0.408794034,1
0.400833395,1
0.393812519,1
0.385413679,1
0.395656059,1
0.414611745,1
0.387095401,1
1.651767845,1
1.337262893,1
0.724299048,1
0.394347822,1
3.155142022,1
0.904433551,1
0.440533298,1
0.969541295,1
0.51047398,1
0.486664769,1
0.466185556,1
0.40948373,1
0.421300482,1
0.393979971,1
1.166225818,1
1.420955862,1
0.570379429,1
1.410242216,1
